id,index,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Cluster12
5469iNGmwa3lTSgNFnqCOB,0.0,0.385,0.41,4.0,-11.219,1.0,0.0458,0.524,0.0,0.743,0.155,75.098,23
40LgM6b3IfXm9Fq0Jzz63F,0.0,0.616,0.0478,2.0,-15.415,1.0,0.0561,0.982,0.0,0.111,0.261,149.978,12
5CKtWWyUYLYOXr720B8eT2,0.0,0.201,0.586,3.0,-5.979,0.0,0.0566,0.494,0.0,0.0662,0.532,195.767,24
0IFsAked0bouRjlb8SlIKv,0.0,0.454,0.581,7.0,-8.447,1.0,0.0327,0.712,1.66e-06,0.87,0.582,139.53,11
27SdWb2rFzO6GWiYDBTD9j,0.0,0.628,0.698,6.0,-5.608,0.0,0.105,0.0472,0.00143,0.0907,0.732,89.976,13
6d5SxfmeU7050tqEoeN4kY,0.0,0.421,0.389,5.0,-10.306,0.0,0.0378,0.629,0.000409,0.227,0.203,95.94,18
4yDqWFTRmWGLnnksgxst9X,0.0,0.686,0.322,7.0,-12.935,1.0,0.132,0.717,0.0,0.932,0.63,62.178,16
2gvhbU2mvwxITWzCI0q9CS,0.0,0.612,0.57,1.0,-9.62,0.0,0.0735,0.803,3.29e-05,0.122,0.815,169.842,8
2MKLbFPQ3QDXpQ0KnS06Kl,0.0,0.798,0.234,2.0,-10.699,1.0,0.0317,0.875,0.000626,0.134,0.403,103.152,9
4Mkpse99DB8TNijNjPpCbn,0.0,0.751,0.245,1.0,-10.026,0.0,0.0429,0.92,2.41e-05,0.229,0.374,135.035,1
6kwAbEjseqBob48jCus7Sz,0.0,0.421,0.791,9.0,-4.998,1.0,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,17
38TLVJbBZSdfuwTUV1TeI8,0.0,0.285,0.49,7.0,-8.31,1.0,0.0532,0.838,0.0,0.918,0.447,82.956,0
0eHxqgbpr2ptXQtw8Ab3ve,0.0,0.39,0.208,0.0,-11.402,1.0,0.035,0.913,0.000348,0.124,0.0546,114.838,9
1WeqJm1jPguUGIJSikR4Yf,0.0,0.797,0.269,7.0,-13.16,1.0,0.0588,0.59,9.34e-05,0.115,0.634,120.192,19
1rCBJgngZ6ZUyHnOGjmm6E,0.0,0.328,0.52,2.0,-6.6,1.0,0.0415,0.233,0.0,0.0975,0.106,76.464,0
3yDEadQDdmdxYBOeMX6bDW,0.0,0.472,0.402,2.0,-10.242,1.0,0.0374,0.215,0.00173,0.0976,0.532,80.632,0
6vKPFfy2iaNeDN2IxhXhIO,0.0,0.432,0.398,4.0,-13.717,1.0,0.0368,0.76,0.00235,0.825,0.397,147.523,12
5Yf9nkFp0JoR6V048LfnbG,0.0,0.426,0.487,7.0,-6.703,1.0,0.039,0.625,0.0,0.126,0.342,55.395,16
32B4X4PQxAQTrMs5S1OVsB,0.0,0.626,0.0654,0.0,-17.089,1.0,0.0405,0.994,0.000662,0.106,0.724,95.303,18
15IWqq4MaJ09ZQZgzcbn4p,0.0,0.357,0.371,7.0,-9.827,1.0,0.037,0.775,6.27e-05,0.124,0.169,83.26,0
7zE6pyXLjUCOy8PG0UL5SZ,0.0,0.469,0.592,5.0,-4.962,1.0,0.0399,0.0393,0.0,0.105,0.0938,161.996,4
7ib1v7NGsBB5V7AZYhhz5Y,0.0,0.599,0.587,7.0,-10.19,1.0,0.0378,0.29,0.0,0.911,0.321,81.968,0
2vrNBBVMj5zaL3Y0FhPtBq,0.0,0.533,0.276,3.0,-12.592,1.0,0.0601,0.922,0.0,0.363,0.658,100.356,18
6hILsnV6QLDLVy8TCsf8S6,0.0,0.286,0.48,0.0,-9.164,0.0,0.0396,0.751,0.0,0.714,0.16,138.04,1
31gwDRdQBPrJCuxfEtbZ3K,0.0,0.356,0.108,2.0,-17.805,1.0,0.036,0.859,0.0,0.128,0.37,75.146,23
2FK7GNvtnehw671UOUGO8o,0.0,0.272,0.338,7.0,-10.911,1.0,0.0363,0.893,0.0167,0.729,0.092,108.502,9
4It5Be4FnkjD6im9acnmOf,0.0,0.567,0.271,2.0,-8.452,0.0,0.0548,0.758,5.28e-06,0.161,0.727,80.216,0
1Pw5C4N6Fn5E4mGCxmbbVa,0.0,0.4,0.564,10.0,-7.444,1.0,0.0523,0.693,0.0,0.0863,0.483,99.269,20
4jA0Ff0njqzxELvnza9lkK,0.0,0.493,0.468,0.0,-14.059,0.0,0.41,0.928,1.16e-05,0.956,0.52,128.315,1
4xhYts5PbQpVJI0c5HMMQu,0.0,0.353,0.684,7.0,-7.469,1.0,0.032,0.00323,7.4e-05,0.838,0.346,186.906,2
2s1sdSqGcKxpPr5lCl7jAV,0.0,0.399,0.787,1.0,-2.88,1.0,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,21
6ZmZn3i4Lz8Cm2OM24FK3h,0.0,0.427,0.303,2.0,-11.817,1.0,0.0295,0.0471,0.0,0.911,0.231,99.768,18
3JCZt1TlK9M7yqOIx3AZUd,0.0,0.673,0.869,10.0,-4.566,1.0,0.0975,0.513,0.0,0.157,0.728,119.106,6
1umsIAHkOWzOVjnBtsc8mF,0.0,0.558,0.262,4.0,-6.354,1.0,0.0281,0.807,0.0,0.144,0.116,86.509,0
6nyZQ82OI0OujbbFpo3e0K,0.0,0.505,0.15,8.0,-9.795,1.0,0.0439,0.833,0.0,0.0988,0.383,133.237,11
0punGmUCVwK0W0CDn6xKfT,0.0,0.509,0.545,8.0,-11.53,1.0,0.0596,0.618,0.0,0.979,0.471,164.056,8
25R5Tdr4K7ENb6umHzdCXn,0.0,0.508,0.762,6.0,-4.217,0.0,0.0489,0.254,0.000122,0.108,0.444,99.963,20
4Foc1e9bS2vYTiQTWVsTtu,0.0,0.561,0.294,11.0,-15.894,0.0,0.0788,0.534,3.01e-06,0.108,0.505,164.16,8
0Miz75xth3L4Vr3IIJmfbR,0.0,0.357,0.602,5.0,-6.643,1.0,0.0362,0.149,0.0,0.968,0.27,203.724,24
7vw2L7CJS7uXSX5gOty4Nt,0.0,0.531,0.29,7.0,-8.65,1.0,0.0407,0.918,0.0,0.205,0.454,141.266,12
1zi7xx7UVEFkmKfv06H8x0,0.0,0.796,0.61,1.0,-5.857,1.0,0.0516,0.00842,0.00286,0.351,0.391,103.99,9
10Vi70qwzQZl368agIrauR,0.0,0.712,0.114,4.0,-8.528,1.0,0.0341,0.912,0.0,0.111,0.164,95.916,3
1hxq7kWQnwdhxgpEugBMGk,0.0,0.367,0.663,3.0,-6.969,1.0,0.0349,0.128,0.0269,0.0552,0.177,111.63,9
5sQGo3fB2NoFalyy4uZjiu,0.0,0.526,0.235,7.0,-14.074,0.0,0.0991,0.907,4.44e-06,0.111,0.377,91.24,13
2B98ljvzqpCVgt5reTHq28,0.0,0.445,0.671,2.0,-7.937,1.0,0.0387,0.165,1.56e-05,0.0791,0.267,125.712,21
3VSuWxZM6x6V3ig5nYtikL,0.0,0.329,0.678,3.0,-7.878,1.0,0.0344,0.103,0.168,0.843,0.672,106.476,9
32N3bQcpqADdTGKTHBq5px,0.0,0.328,0.502,10.0,-5.914,1.0,0.0329,0.767,0.0,0.759,0.248,123.745,17
0Yj5etfl3TA7P3TgxsJgzm,0.0,0.466,0.827,11.0,-5.954,1.0,0.0756,0.0535,0.054,0.0735,0.451,104.213,20
5nUHrm3hY52ruDCeKZ16Ha,0.0,0.851,0.305,3.0,-11.712,0.0,0.0402,0.732,0.000793,0.0719,0.316,131.993,1
0wHRZwbNWH2TcSBIhyMT1i,0.0,0.409,0.375,9.0,-6.195,1.0,0.0336,0.887,0.0,0.125,0.209,128.912,17
3C0rGtYo9wW6RNMRUniuGl,0.0,0.623,0.711,0.0,-9.922,1.0,0.0348,0.00399,0.0341,0.221,0.675,116.72,21
76ZExGgO2njBAqvPAeh1x4,0.0,0.353,0.347,5.0,-11.509,0.0,0.0378,0.219,0.0416,0.133,0.327,164.457,8
1wgqttlPacpvmX5DKVboOa,0.0,0.541,0.854,2.0,-6.196,1.0,0.155,0.0254,0.000125,0.651,0.454,86.044,0
3Aeh2KOga1bAcGKCmDBN1T,0.0,0.437,0.454,4.0,-10.219,0.0,0.0283,0.822,0.764,0.188,0.137,141.241,12
1DVthuYM60lbWTMNtxOPWf,0.0,0.49,0.427,7.0,-12.182,1.0,0.0318,0.246,1.77e-06,0.165,0.31,119.983,21
4ZUJ5ibnzs7sm4EoXCLlA7,0.0,0.505,0.719,4.0,-4.633,0.0,0.0328,0.105,0.0,0.0894,0.409,141.836,12
5Ux410GeRXrojeP0vUPx6v,0.0,0.561,0.667,4.0,-5.191,0.0,0.0508,0.586,0.0,0.116,0.385,128.962,1
2rYjkYQWpn66nf5Ihk7SHJ,0.0,0.64,0.818,1.0,-4.61,0.0,0.0456,0.00818,1.25e-05,0.275,0.763,137.003,1
1yjnzr97eZWXEO8bKvtlnN,0.0,0.509,0.931,9.0,-6.019,1.0,0.0344,0.00446,0.0201,0.362,0.877,166.022,8
2GSFSTeDDRw9WXpc63T6up,0.0,0.526,0.118,9.0,-14.455,1.0,0.0444,0.983,0.0251,0.111,0.146,129.029,19
0naFsR8jsJ0J6HWwyEp6RP,0.0,0.61,0.286,10.0,-9.519,0.0,0.0412,0.763,3.25e-06,0.0802,0.682,142.713,12
4crOipflOgC7nqTgRwLAPD,0.0,0.467,0.672,9.0,-6.425,1.0,0.0419,0.0143,0.0,0.778,0.177,122.972,17
3D9iV6cYkYJRAPFO6DRKIE,0.0,0.489,0.389,4.0,-11.653,0.0,0.0284,0.877,0.32,0.105,0.254,131.366,1
3fLULPPtmfVkGMnwAhHAij,0.0,0.857,0.561,9.0,-7.288,1.0,0.0292,0.435,0.0,0.0831,0.76,99.989,20
4zsDA31stWMtLveU61hejd,0.0,0.551,0.624,7.0,-7.42,1.0,0.0744,0.808,2.99e-06,0.329,0.633,100.555,20
0zS34ObIRaDYbVTEnFjtNu,0.0,0.772,0.639,5.0,-10.718,0.0,0.0362,0.595,0.00145,0.0712,0.931,94.001,13
4TtPG167UgRPLQ2hcpbw7S,0.0,0.368,0.866,7.0,-5.187,1.0,0.102,0.392,0.0,0.26,0.704,172.177,8
1Qeig0g6wge63ULZ9gWJ1K,0.0,0.453,0.564,7.0,-10.108,1.0,0.0455,0.865,0.00175,0.975,0.528,91.794,13
1WniHvhq9zTkny0WvGXX8o,0.0,0.859,0.756,8.0,-3.36,0.0,0.0643,0.168,4.65e-05,0.163,0.91,102.033,20
6HChE1b3T5ke2XA50t9kGd,0.0,0.563,0.383,2.0,-7.544,0.0,0.0322,0.283,2.59e-06,0.127,0.357,173.984,8
1nZziTuPRwCfJe1XvVC760,0.0,0.64,0.83,4.0,-3.197,0.0,0.0427,0.665,0.0,0.178,0.74,95.414,3
43d8V5VtfQsYWfU1cdR9pB,0.0,0.579,0.963,0.0,-3.291,1.0,0.251,0.39,0.0,0.986,0.58,110.449,9
1D9QqNCGwgKJVVct8fcBpx,0.0,0.278,0.338,4.0,-8.047,0.0,0.0379,0.931,0.00239,0.109,0.228,183.415,2
6IKF5dx0k2sr8f8nt0H83d,0.0,0.57,0.551,0.0,-8.987,1.0,0.0265,0.167,0.0,0.893,0.162,76.045,0
06KyNuuMOX1ROXRhj787tj,0.0,0.728,0.563,1.0,-8.053,0.0,0.134,0.621,0.0,0.179,0.352,100.017,3
0Ha4WnjeGxmsnzTnlEvjvZ,0.0,0.411,0.227,10.0,-8.068,1.0,0.0468,0.938,0.0,0.158,0.306,79.875,0
063bMRonMLP3UEZbG3uG2h,0.0,0.549,0.905,11.0,-4.312,0.0,0.052,0.0436,0.0,0.332,0.769,101.995,20
1Bo2c0WwPmzognDcmLFNMe,0.0,0.366,0.816,9.0,-5.521,0.0,0.0498,0.00807,0.0,0.0555,0.708,203.938,24
5H8M2ffRKcdqJTc6YTt4c2,0.0,0.575,0.888,9.0,-4.184,0.0,0.0907,0.304,3.21e-06,0.151,0.613,89.999,13
2TEnceAmZQR6bLLo5Fx7q9,0.0,0.355,0.753,4.0,-5.851,0.0,0.245,0.0235,0.0,0.104,0.386,198.237,24
5wNZtFOmq64IAq7tKkIv8d,0.0,0.622,0.831,11.0,-5.753,0.0,0.0676,0.0262,0.0,0.127,0.704,109.976,6
0YOwYApHSciCRtZmKTEgEa,0.0,0.623,0.804,9.0,-5.75,0.0,0.031,0.0144,0.0,0.0964,0.608,124.041,17
7pJzbW7hZ1yOLUBqRq5ZBt,0.0,0.562,0.748,7.0,-6.861,1.0,0.0318,0.0111,0.000692,0.233,0.582,96.954,3
4am7X8WNcYhqnToqnFH625,0.0,0.532,0.879,9.0,-5.353,1.0,0.0616,0.0215,0.0,0.136,0.451,100.989,20
0j5u5RCr7LV4weyJdxkgR6,0.0,0.593,0.725,9.0,-7.066,1.0,0.0255,0.0378,2.41e-05,0.0946,0.56,135.065,11
2lNwECUb4030XBZbxk3bg1,0.0,0.627,0.854,10.0,-5.038,1.0,0.0283,0.357,1.97e-06,0.0437,0.613,99.722,20
0uCKawvDKjr0AegelrzSuX,0.0,0.573,0.658,1.0,-5.557,0.0,0.0396,0.0195,0.0,0.209,0.481,105.052,9
2eqbY9whZVv4cnwvzbDAfD,0.0,0.671,0.885,7.0,-5.39,0.0,0.0305,0.0191,3.83e-06,0.223,0.55,119.959,17
4OYMdVXY6xE9GTvUT5UdCh,0.0,0.616,0.789,9.0,-6.316,0.0,0.0417,0.0755,2.08e-05,0.914,0.272,90.968,13
3iOFY423D3690MfhE74F8A,0.0,0.528,0.308,9.0,-9.769,1.0,0.0341,0.816,0.0,0.0934,0.256,80.017,0
1XekWoZnWxXD7yZODzIDmo,0.0,0.721,0.622,0.0,-6.627,1.0,0.0256,0.765,0.000249,0.117,0.334,102.907,9
37l4Qgcn1CuGlXx0jKhLpi,0.0,0.734,0.752,9.0,-6.049,0.0,0.0386,0.00859,1.84e-05,0.0852,0.541,117.998,6
0GDOu0iuMWjSNyq37706Yj,0.0,0.734,0.576,10.0,-8.296,1.0,0.0398,0.021,1.54e-05,0.11,0.908,160.033,4
5GzToRpMxX7x8dUhWWUffH,0.0,0.463,0.862,9.0,-3.002,1.0,0.0391,0.0572,0.0,0.0722,0.551,163.018,4
6Pa10qJeYr5qu777xSieyM,0.0,0.57,0.874,11.0,-4.02,0.0,0.0593,0.0781,0.0,0.0994,0.329,88.893,13
4LFrQltHBSWQ187o7oWJcS,0.0,0.63,0.872,2.0,-3.254,1.0,0.0296,0.117,0.0,0.366,0.55,96.035,3
2kHMrSmCFjxS76sQnhdxfJ,0.0,0.639,0.933,0.0,-3.32,1.0,0.0301,0.132,0.0,0.312,0.949,130.011,1
7xB3hSztVbX6xFvQqEGKud,0.0,0.687,0.851,1.0,-3.413,0.0,0.0409,0.0977,0.0,0.0785,0.637,94.963,3
0m29Kyrm8caxQ22r1rZ4wn,0.0,0.695,0.933,10.0,-3.244,1.0,0.0306,0.0319,0.0,0.369,0.854,134.024,11
0lwcP1BPhpJD0hGLH1a4AW,0.0,0.62,0.861,11.0,-4.06,0.0,0.0377,0.00808,9.96e-06,0.0857,0.614,108.992,6
57OOcF6DKYbuRgYb703YRQ,0.0,0.502,0.939,7.0,-2.879,1.0,0.0298,0.00355,0.0,0.103,0.63,147.997,12
4LAL36nGagL2EYjnXEz3vV,0.0,0.43,0.93,2.0,-3.75,0.0,0.0674,0.00392,0.0,0.274,0.5,186.122,2
6lSypaQOcC6JtzfwpINLGW,0.0,0.73,0.866,7.0,-2.693,0.0,0.0263,0.0153,0.0,0.249,0.823,113.004,6
1Geb9k4HXqFYU0a8cMOWkO,0.0,0.607,0.824,9.0,-4.169,0.0,0.0282,0.196,6.33e-06,0.0808,0.568,118.013,6
7bAmNB31uBPRbnjOpCgGoJ,0.0,0.684,0.813,5.0,-3.281,0.0,0.0306,0.0304,0.0,0.124,0.7,128.024,17
0l7VbUiYNR5ZBSuB3aneTa,0.0,0.7,0.858,2.0,-3.833,0.0,0.033,0.116,0.0,0.0637,0.497,94.024,3
0ohwsEUcp35gxowpLEx0os,0.0,0.528,0.922,0.0,-2.818,1.0,0.0368,0.005,0.0,0.503,0.641,129.944,1
19R06lZIfn03330bDhNURd,0.0,0.746,0.854,0.0,-4.078,1.0,0.0302,0.00707,0.0,0.355,0.92,129.961,1
1B1eeomjCiYrFf4flBZWc6,0.0,0.395,0.534,1.0,-8.355,0.0,0.0374,0.376,0.0155,0.115,0.462,85.079,0
13yE6UlhBfDgGZ56xUCnXu,0.0,0.652,0.832,11.0,-3.823,0.0,0.0331,0.246,0.0,0.128,0.773,107.982,20
651XWsuNnE4qduGWBWxTK0,0.0,0.537,0.723,9.0,-3.542,1.0,0.0262,0.0034,0.0,0.135,0.474,99.999,20
2KpeVJkmojNkjJCXWUJo8x,0.0,0.685,0.816,11.0,-5.982,0.0,0.0295,0.0491,0.0,0.14,0.45,102.011,20
3Vzdt9pB03PN8kXmnwgOlZ,0.0,0.545,0.658,4.0,-5.892,0.0,0.0379,0.0325,0.0,0.0846,0.766,149.999,12
27JpiXdW4QmLwYQaQYymY2,0.0,0.662,0.767,9.0,-5.166,0.0,0.0403,0.0588,0.0,0.215,0.525,105.947,20
6cIGfLHJg3pD7OF0tLZH2V,0.0,0.677,0.775,11.0,-5.467,0.0,0.0299,0.123,0.0,0.142,0.551,102.016,20
45i1TIl58ZiC0hNRGq9nm3,0.0,0.477,0.958,9.0,-3.717,1.0,0.0473,2.68e-05,0.0,0.0814,0.529,104.944,20
059RydtQEczGAnwUdiQGtS,0.0,0.576,0.904,7.0,-3.549,1.0,0.03,0.0149,0.0,0.167,0.71,105.019,20
5p7iXwIqeC69UUCHrVFVOB,0.0,0.66,0.794,11.0,-6.638,0.0,0.0308,0.0202,6.37e-05,0.0903,0.478,120.03,17
7KDXykKQbbWZWohhR3AwNB,0.0,0.568,0.527,11.0,-5.95,1.0,0.0303,0.0178,0.0,0.167,0.22,123.962,17
4RZ85WC7yNL7nVj171xinG,0.0,0.539,0.948,4.0,-4.167,0.0,0.0594,0.000304,0.0014,0.101,0.747,106.99,9
6eUCEXsEERImKuhDqHyQPt,0.0,0.574,0.83,4.0,-7.0,1.0,0.0364,0.0191,5.37e-05,0.108,0.537,89.045,13
2cn2WwugNAUHVBw25fGL0h,0.0,0.645,0.709,1.0,-11.684,1.0,0.0489,0.189,0.468,0.182,0.247,121.0,21
0E39ULLAIx5uGKd3qx1rrZ,0.0,0.713,0.492,3.0,-8.423,0.0,0.0573,0.505,0.0,0.112,0.416,92.047,13
1BoAUj2LKTvgIfi7wjAAQa,0.0,0.497,0.443,4.0,-6.93,1.0,0.0309,0.619,0.000106,0.103,0.0842,75.026,0
1nFFCl5phB3VT6CgKK25uu,0.0,0.432,0.669,0.0,-5.46,1.0,0.0398,0.173,9.69e-05,0.089,0.152,145.725,12
34IesgUvAvKtG4jqY2tDhS,0.0,0.728,0.27,0.0,-11.057,1.0,0.0646,0.834,0.0,0.355,0.503,119.848,21
2CYDgjy8aqOnXroh4aIHap,0.0,0.368,0.458,4.0,-13.192,0.0,0.116,0.862,0.000109,0.993,0.649,105.834,9
1vjAkDB2YS3cQH7ujxhImy,0.0,0.306,0.7,0.0,-8.656,1.0,0.039,0.00731,0.00279,0.501,0.224,128.478,1
2InrK5IWeTPIVRZQPOEDIO,0.0,0.556,0.855,6.0,-8.916,1.0,0.0693,0.0137,0.323,0.202,0.0534,123.989,17
1L5VP9PWCU5dRzl1bvlFkJ,0.0,0.523,0.718,0.0,-9.754,1.0,0.032,0.689,0.939,0.0733,0.151,121.984,21
4feGAPx6IObBwK9KXdfHbj,0.0,0.668,0.833,1.0,-7.261,1.0,0.0401,0.0224,0.904,0.0951,0.228,124.004,21
4wCCudm5v4RkXQ6Jj82PdI,0.0,0.751,0.829,2.0,-7.001,1.0,0.0431,0.000378,0.882,0.137,0.149,125.006,21
4LxQJk42Qm6zw9OWZJ2VR6,0.0,0.551,0.915,8.0,-6.527,0.0,0.0368,0.000112,0.375,0.144,0.695,126.987,17
5MhfaO8I7i5dLaSpvdeO18,0.0,0.685,0.659,7.0,-10.318,0.0,0.0359,0.0233,0.792,0.109,0.171,125.0,17
4TANuW9cpKCGqH499rr9re,0.0,0.516,0.888,8.0,-10.282,1.0,0.0328,0.182,0.766,0.0983,0.0394,124.989,17
0lgHrv9qcVhwII3aW9aMZJ,0.0,0.554,0.83,8.0,-5.82,1.0,0.0358,0.000376,0.851,0.363,0.331,122.99,17
6l5Xe0OOqq56jWEYBoxXdE,0.0,0.635,0.949,10.0,-7.891,0.0,0.033,0.000811,0.48,0.195,0.0373,122.027,17
1y7mHNwGWPNt3qUCQTRdk9,0.0,0.551,0.578,2.0,-11.133,0.0,0.0287,0.0113,0.69,0.21,0.185,121.967,21
2MTn4IJgluvKjMKPUxB2xg,0.0,0.626,0.672,4.0,-6.53,0.0,0.0341,0.00145,0.925,0.423,0.44,126.985,17
1jX8HqFA7M5hzOxvuFoJ3p,0.0,0.626,0.755,6.0,-10.491,0.0,0.0337,0.14,0.386,0.0938,0.372,122.008,21
5bjz7oDgels5yna9KOvkeu,0.0,0.553,0.816,11.0,-8.136,0.0,0.0581,0.0234,0.826,0.0714,0.0963,125.993,17
47CAaly9JZ3kyXzZcXVfvw,0.0,0.643,0.882,1.0,-4.894,1.0,0.0372,0.000561,0.856,0.0689,0.194,123.0,21
4jaSjKWtg1AzxUz7maBW0e,0.0,0.677,0.788,9.0,-11.28,0.0,0.0478,0.347,0.975,0.12,0.524,123.955,17
48GicFPJhSOKjqmeSdfLZw,0.0,0.512,0.961,2.0,-9.07,1.0,0.0409,0.0234,0.97,0.152,0.161,125.0,21
5uVR4B3m24uI0zyNfjmLfu,0.0,0.599,0.887,7.0,-6.817,1.0,0.0363,0.00072,0.426,0.105,0.197,123.983,17
5bHV6UowNC1YVu8LYDkUjU,0.0,0.636,0.745,3.0,-8.418,0.0,0.0381,0.000652,0.218,0.155,0.143,125.072,21
6Nzu8QKeb6LGMofsaphtD2,0.0,0.62,0.944,7.0,-4.6,0.0,0.0874,0.00228,0.937,0.549,0.527,123.985,17
1eMY7YCOBHg2RfabIAmX5V,0.0,0.67,0.883,6.0,-8.616,0.0,0.0491,0.0128,0.849,0.0908,0.286,122.993,17
73TQ83HDwnRaMBg0L3wpSw,0.0,0.64,0.757,2.0,-6.179,1.0,0.0357,0.000983,0.9,0.718,0.237,125.997,21
2GemHFAJRSUy3zUvwmXJ6W,0.0,0.763,0.834,7.0,-6.91,1.0,0.0961,0.00208,0.866,0.106,0.126,123.993,17
7Au5xCYN5N6nFKgfxAeOZ3,0.0,0.756,0.723,4.0,-8.14,0.0,0.0624,0.474,0.933,0.113,0.128,119.991,21
5bHbUMtuZIpHtTPdoJmcaN,0.0,0.513,0.903,2.0,-7.53,0.0,0.0414,0.00103,0.872,0.406,0.546,124.657,21
3Z7TdwSvlxZAThywDwOm1l,0.0,0.665,0.858,1.0,-6.913,1.0,0.036,0.0404,0.803,0.0931,0.156,123.998,21
5nKidtbri8ytFMDoteToSp,0.0,0.471,0.815,11.0,-9.688,0.0,0.0358,4.71e-05,0.774,0.0844,0.0633,122.993,17
3dmMyqDdULDoKFTgEqQ9QC,0.0,0.391,0.794,8.0,-8.861,1.0,0.0427,0.026,0.864,0.0852,0.0662,122.982,17
4N0RKL2Yeoet1JgAFVbFKf,0.0,0.558,0.886,10.0,-7.457,0.0,0.0461,0.00087,0.504,0.249,0.0395,124.976,17
2TRnGpS22VVPyepaQM1shZ,0.0,0.53,0.609,5.0,-7.982,0.0,0.0539,0.118,0.42,0.131,0.091,119.042,21
3H0EQS623q9Y3LmwahLGFG,0.0,0.747,0.686,0.0,-8.725,1.0,0.041,0.000209,0.74,0.469,0.0424,126.01,21
07pb7ZBBycZbLdg8CyjXX2,0.0,0.69,0.709,3.0,-9.21,1.0,0.0409,0.0352,0.88,0.143,0.483,119.99,21
7cOYQTTyrxhqo6IbC5QcMU,0.0,0.595,0.954,4.0,-7.786,0.0,0.0473,0.00164,0.744,0.426,0.171,123.016,21
3zFj4nAh7Tlg50wAmuWPnz,0.0,0.623,0.604,11.0,-7.688,0.0,0.0394,0.00648,0.7,0.075,0.208,125.0,17
2l8OMu1TS4Q6EAqAYpTQKW,0.0,0.619,0.863,9.0,-7.926,0.0,0.0423,0.00174,0.357,0.0785,0.0894,125.001,17
4nSKOvcIJ30Z7bpdyr4KfT,0.0,0.584,0.833,11.0,-9.01,0.0,0.0455,0.0909,0.862,0.811,0.261,125.046,17
41QlnqJVqo72Hs6uckVot3,0.0,0.809,0.642,11.0,-6.116,0.0,0.0604,7.9e-05,0.469,0.0637,0.314,128.014,17
0upmaRJ3u80GMkzpC6lIF1,0.0,0.532,0.772,0.0,-7.644,1.0,0.0316,0.439,0.933,0.142,0.078,121.995,21
3dazx4jjnVEfwoHcSQocxj,0.0,0.66,0.82,4.0,-9.113,1.0,0.0494,0.0248,0.87,0.318,0.0382,124.007,21
0HkSCJdP8ME8vKBX3TSBKK,0.0,0.55,0.81,7.0,-8.673,1.0,0.0359,0.131,0.673,0.0719,0.135,124.011,17
2CCSMn9LqAiAvPI3qyOyC5,0.0,0.636,0.903,7.0,-6.671,1.0,0.036,0.000151,0.595,0.118,0.0334,125.979,17
4mhMgIkHg4fOgnYbD9HGUm,0.0,0.619,0.803,0.0,-6.431,0.0,0.0353,0.169,0.34,0.0864,0.272,126.014,21
0kzWg60G7yO0UGMxgNMjWW,0.0,0.632,0.847,1.0,-6.793,0.0,0.0472,0.106,0.00225,0.331,0.0745,125.015,21
6bbURWEZl7c6p6WTqwEsno,0.0,0.723,0.944,7.0,-7.877,1.0,0.0532,0.00708,0.811,0.13,0.038,124.003,17
79K3DxBYwOhylGpAjVHa78,0.0,0.57,0.861,0.0,-10.664,1.0,0.0378,0.0202,0.876,0.139,0.149,124.0,21
10etnNyws0WMn5J654CSwE,0.0,0.512,0.872,5.0,-9.595,1.0,0.0369,0.000109,0.844,0.272,0.142,123.997,21
0qkWj1yloF3ux5HcgFyQIn,0.0,0.663,0.666,5.0,-9.032,1.0,0.0386,0.0295,0.52,0.134,0.165,122.0,21
4MxV7MwM5eUBwRW9PCcabQ,0.0,0.718,0.596,10.0,-8.641,0.0,0.0444,0.0811,0.836,0.669,0.0391,125.996,17
3rDUDqgWlSYBrI86la2C8f,0.0,0.568,0.713,6.0,-7.381,0.0,0.0329,0.0238,0.945,0.234,0.517,121.985,17
3FLQnV5b83aR6NXS6VTHWW,0.0,0.714,0.613,8.0,-10.75,1.0,0.0477,0.0309,0.716,0.668,0.208,122.986,17
0UIwRVLDc0POG4oaLEEsY3,0.0,0.497,0.812,1.0,-7.266,0.0,0.0286,0.0019,0.101,0.14,0.611,124.959,21
74AShvdaXhN70hNrA95Pto,0.0,0.595,0.682,0.0,-11.252,0.0,0.0473,0.0234,0.783,0.173,0.0991,124.02,21
3tx8px4KEf2B6JNl73aE3D,0.0,0.549,0.88,8.0,-6.757,0.0,0.0416,0.000872,0.9,0.09,0.0592,128.016,17
2ZNAmdQfr8yDjoHJOUxFte,0.0,0.622,0.876,3.0,-8.071,1.0,0.0409,0.000141,0.902,0.19,0.049,123.956,21
2n8jUVKiJW4GGhgCWsAka5,0.0,0.62,0.804,11.0,-8.847,1.0,0.0408,0.0758,0.668,0.112,0.0351,121.01,17
6vV5j1vmTZFmLb1gPzKqpg,0.0,0.769,0.881,6.0,-6.038,0.0,0.0394,0.000196,0.75,0.225,0.0792,123.004,17
6k1825GjSHHjiIG7Mzjhgv,0.0,0.607,0.892,7.0,-6.481,1.0,0.0444,0.00932,0.786,0.232,0.0596,123.947,17
7rGmafyZJe6aG2QAdEjj52,0.0,0.567,0.83,11.0,-5.067,0.0,0.0639,0.519,0.000584,0.548,0.563,120.999,17
